term,category,color
"OR = 1.018 for native robbers (p > 0.05)
- Sports stadiums: OR = 0.816 for migrant robbers (p < 0.01)",statistical,plum
and practical considerations for spatial analysis using GIS. This choice aligns with previous research,other,lightcoral
data was aggregated from smaller administrative units to Statistical Local Areas (SLAs) for analysis.,methods,lightgreen
Not mentioned (the paper does not explicitly provide confidence intervals for the model coefficients),statistical,plum
"not on why or how offender groups form.
- Data limited to detected burglaries by The Hague residents",other,lightcoral
Not specified (the paper does not provide the average population size per community or spatial unit),quantitative,lightblue
Not mentioned (the paper does not provide specific model fit statistics or goodness-of-fit measures),statistical,plum
"negative relationship (no specific coefficient value provided)
- Poverty: Statistically significant",statistical,plum
"1.6% increase for Dis burglars
- Entertainment venues: 4% higher odds for Non-Dis-residing burglars",statistical,plum
likely due to data availability and practicality. The average size of these communities is 1.62 km^2,other,lightcoral
"focusing on areas with high graffiti incidence.
- Data collection was restricted to street segments",other,lightcoral
The authors mention that the grid resolution must be fine enough to capture spatial feature variance,other,lightcoral
Alternative units discussed include using smaller spatial units such as 10 × 10 m grids or addresses,other,lightcoral
Not mentioned (the paper does not specify the software or programming tools used for data analysis),methods,lightgreen
Not mentioned (the paper does not specify any software or programming tools used for data analysis),methods,lightgreen
"standard partial regression coefficient = 0.22
- Proportion of single-family dwellings: e β = 1.06",statistical,plum
"standard partial regression coefficient = 0.20
- Number of past residential burglaries: e β = 1.16",statistical,plum
Not mentioned (the paper does not provide explicit confidence intervals for the model coefficients),statistical,plum
Not mentioned (the paper does not provide specific confidence intervals for the model coefficients),statistical,plum
"p < .001)
- Current residential areas of children have larger ORs compared to parents and siblings",statistical,plum
making neighborhoods a suitable unit for analyzing attributes relevant to burglary location choice.,other,lightcoral
and noted that a significant portion of robberies occurred outside the offender's home census tract,other,lightcoral
suggests a balance between capturing local variations and avoiding excessive computational demands.,other,lightcoral
Not mentioned (the paper does not provide a specific number of crime incidents or events analyzed),quantitative,lightblue
Not mentioned (the paper does not provide a specific count of the number of independent variables),quantitative,lightblue
aligning with the goal of understanding crime location choice at an individual level. Additionally,other,lightcoral
Smaller microunits (as suggested by advances in crime pattern theory) and different locales (rural,other,lightcoral
